STT,Tên,Repo,Sao,License,Loại license,Mô tả,Nhóm,Kết luận,Lý do (tự động),Độ tin,Link
446,SmartThingsPublic,SmartThingsCommunity/SmartThingsPublic,2650,—,Không rõ,SmartThings open-source DeviceType Handlers and SmartApps code,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/SmartThingsCommunity/SmartThingsPublic
447,openapi-typescript,openapi-ts/openapi-typescript,8244,MIT,Mở,Generate TypeScript types from OpenAPI 3 specs,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openapi-ts/openapi-typescript
448,tesseract,tesseract-ocr/tesseract,75465,Apache-2.0,Mở,Tesseract Open Source OCR Engine (main repository),?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/tesseract-ocr/tesseract
449,OpenAISwift,adamrushy/OpenAISwift,1706,MIT,Mở,This is a wrapper library around the ChatGPT and OpenAI HTTP API,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/adamrushy/OpenAISwift
450,OpenLogic,OpenLogicProject/OpenLogic,1327,CC-BY-4.0,Khác,"An open-source, customizable intermediate logic textbook",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenLogicProject/OpenLogic
451,openstreetmap-website,openstreetmap/openstreetmap-website,2776,GPL-2.0,Copyleft,The Rails application that powers OpenStreetMap,A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/openstreetmap/openstreetmap-website
452,HITSZ-OpenCS,HITSZ-OpenCS/HITSZ-OpenCS,1900,—,Không rõ,"哈尔滨工业大学（深圳）计算机专业课程攻略 | Guidance for courses in Department of Computer Science, Harbin Institute of Technology (Shenzhen)",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/HITSZ-OpenCS/HITSZ-OpenCS
453,OpenPilot,openpilot/OpenPilot,615,NOASSERTION,Không rõ,OpenPilot Github Mirror,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openpilot/OpenPilot
454,openai-realtime-agents,openai/openai-realtime-agents,6929,MIT,Mở,"This is a simple demonstration of more advanced, agentic patterns built on top of the Realtime API.",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openai/openai-realtime-agents
455,nginx,nginx/nginx,31170,BSD-2-Clause,Mở,The official NGINX Open Source repository.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/nginx/nginx
456,OpenVSP,OpenVSP/OpenVSP,811,NOASSERTION,Không rõ,A parametric aircraft geometry tool,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/OpenVSP/OpenVSP
457,openrpa,open-rpa/openrpa,3002,MPL-2.0,Mở,Free Open Source Enterprise Grade RPA,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/open-rpa/openrpa
458,openshot-qt,OpenShot/openshot-qt,6085,NOASSERTION,Không rõ,"OpenShot Video Editor is an award-winning free and open-source video editor for Linux, Mac, and Windows, and is dedicated to delivering high quality video editing and animation solutions to the world.",B,Lưu ý license,Web-app nhưng license không rõ — kiểm tay,Thấp,https://github.com/OpenShot/openshot-qt
459,node-opencv,peterbraden/node-opencv,4386,MIT,Mở,OpenCV Bindings for node.js,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/peterbraden/node-opencv
460,opencommit,di-sukharev/opencommit,7500,MIT,Mở,"top #1 and most feature rich GPT wrapper for git — generate commit messages with an LLM in 1 sec — works with Claude, GPT and every other provider, supports local Ollama models too",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/di-sukharev/opencommit
461,open-health,OpenHealthForAll/open-health,3917,AGPL-3.0,Copyleft,"OpenHealth, AI Health Assistant | Powered by Your Data",A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/OpenHealthForAll/open-health
462,open-source-practice,EddieHubCommunity/open-source-practice,722,MIT,Mở,Repo for you to raise a Pull Request for practice,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/EddieHubCommunity/open-source-practice
463,OpenSimpleLidar,iliasam/OpenSimpleLidar,2534,MIT,Mở,Open Source scanning laser rangefinder,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/iliasam/OpenSimpleLidar
464,openhanako,liliMozi/openhanako,5442,Apache-2.0,Mở,"A personal AI agent with memory, personality, and autonomy.",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/liliMozi/openhanako
465,opencv_extra,opencv/opencv_extra,972,—,Không rõ,OpenCV extra data,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/opencv/opencv_extra
466,openai-realtime-console,openai/openai-realtime-console,3606,MIT,Mở,"React app for inspecting, building and debugging with the Realtime API",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/openai/openai-realtime-console
467,opensquilla,opensquilla/opensquilla,6211,Apache-2.0,Mở,"OpenSquilla — Token-Efficient AI Agent with same budget, higher intelligence density",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/opensquilla/opensquilla
468,openclaw-zero-token,linuxhsj/openclaw-zero-token,5071,MIT,Mở,OpenClaw: Use All Major AI Models NO API Token! Claude/ChatGPT/Gemini/DeepSeek/Doubao/Grok/Qwen/Manus/Kimi,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/linuxhsj/openclaw-zero-token
469,opentelemetry-dotnet,open-telemetry/opentelemetry-dotnet,3732,Apache-2.0,Mở,The OpenTelemetry .NET Client,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/open-telemetry/opentelemetry-dotnet
470,Learn-OpenGLES-Tutorials,learnopengles/Learn-OpenGLES-Tutorials,1061,—,Không rõ,Welcome to the Learn OpenGL ES project home page! This project is a repository for the lessons and tutorials over at http://www.learnopengles.com/,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/learnopengles/Learn-OpenGLES-Tutorials
471,Hacktoberfest2025-Open-source-,DHEERAJHARODE/Hacktoberfest2025-Open-source-,564,MIT,Mở,Send your valuable codes here,C,Không đẩy VPS,Repo rác / không phải dự án thật,Cao,https://github.com/DHEERAJHARODE/Hacktoberfest2025-Open-source-
472,OpenAGI,agiresearch/OpenAGI,2276,MIT,Mở,OpenAGI: When LLM Meets Domain Experts,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/agiresearch/OpenAGI
473,openrasp,baidu/openrasp,2977,Apache-2.0,Mở,🔥Open source RASP solution,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/baidu/openrasp
474,openvas-scanner,greenbone/openvas-scanner,4725,GPL-2.0,Copyleft,This repository contains the scanner component for Greenbone Community Edition.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/greenbone/openvas-scanner
475,gophish,gophish/gophish,14038,NOASSERTION,Không rõ,Open-Source Phishing Toolkit,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/gophish/gophish
476,docusaurus,facebook/docusaurus,65679,MIT,Mở,Easy to maintain open source documentation websites.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/facebook/docusaurus
477,open-iconic,iconic/open-iconic,3580,NOASSERTION,Không rõ,"An open source icon set with 223 marks in SVG, webfont and raster formats",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/iconic/open-iconic
478,open-liberty,OpenLiberty/open-liberty,1256,EPL-2.0,Khác,"Open Liberty is a highly composable, fast to start, dynamic application server runtime environment",B,Lưu ý license,"Web-app, license khác — kiểm điều khoản bán lại",Thấp,https://github.com/OpenLiberty/open-liberty
479,OpenAIglasses_for_Navigation,AI-FanGe/OpenAIglasses_for_Navigation,1328,MIT,Mở,a open framework for blind navigation based on esp32,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/AI-FanGe/OpenAIglasses_for_Navigation
480,build-openwrt,xinlingduyu/build-openwrt,358,GPL-2.0,Copyleft,利用Actions在线云编译openwrt固件，适合官方源码，lede，lienol和immortalwrt源码，支持X86，电视盒子等众多设备！,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/xinlingduyu/build-openwrt
481,OpenVBX,twilio/OpenVBX,697,NOASSERTION,Không rõ,OpenVBX is a web-based open source phone system for business.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/twilio/OpenVBX
482,OpenSeq2Seq,NVIDIA/OpenSeq2Seq,1559,Apache-2.0,Mở,"Toolkit for efficient experimentation with Speech Recognition, Text2Speech and NLP",C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/NVIDIA/OpenSeq2Seq
483,openai-quickstart,DjangoPeng/openai-quickstart,1767,Apache-2.0,Mở,A comprehensive guide to understanding and implementing large language models with hands-on examples using LangChain for GenAI applications.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/DjangoPeng/openai-quickstart
484,open,thinkfiveable/open,24,MIT,Mở,🖥️  🚀 Fiveable's Open Source Initiative. Showcasing projects and exposing others to the world of OSS.,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/thinkfiveable/open
485,sekiro-open,yint-tech/sekiro-open,1909,—,Không rõ,"SEKIRO is a multi-language, distributed, network topology-independent service publishing platform. By writing handlers in their respective languages, functionalities can be published to the central AP",B,Lưu ý license,Web-app nhưng license không rõ — kiểm tay,Thấp,https://github.com/yint-tech/sekiro-open
486,openpnp,openpnp/openpnp,2163,GPL-3.0,Copyleft,Open Source SMT Pick and Place Hardware and Software,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/openpnp/openpnp
487,OpenNoteScanner,allgood/OpenNoteScanner,1528,NOASSERTION,Không rõ,Android application for scanning and manipulating handwritten notes and documents.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/allgood/OpenNoteScanner
488,docker-transmission-openvpn,haugene/docker-transmission-openvpn,4553,GPL-3.0,Copyleft,Docker container running Transmission torrent client with WebUI over an OpenVPN tunnel,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/haugene/docker-transmission-openvpn
489,OpenVPN-Admin,Chocobozzz/OpenVPN-Admin,958,AGPL-3.0,Copyleft,"Install and administrate OpenVPN with a web interface (logs visualisations, users managing...)",?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/Chocobozzz/OpenVPN-Admin
490,OpenSplat,pierotofy/OpenSplat,2102,AGPL-3.0,Copyleft,"Production-grade 3D gaussian splatting with CPU/GPU support for Windows, Mac and Linux 🚀",A,Dựng cho CEO,"Web-app + copyleft (per-tenant OK, không giấu mã)",Vừa,https://github.com/pierotofy/OpenSplat
491,opensea-js,ProjectOpenSea/opensea-js,2338,MIT,Mở,TypeScript SDK for the OpenSea marketplace,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/ProjectOpenSea/opensea-js
492,Wa-OpenAI,Sansekai/Wa-OpenAI,523,MIT,Mở,WhatsApp Bot OpenAI ChatGPT NodeJS Using Library Baileys,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/Sansekai/Wa-OpenAI
493,OpenCCU,OpenCCU/OpenCCU,1816,Apache-2.0,Mở,":house: Buildroot-based, cloud-free smart-home platform for a Homematic IP CCU (CCU3/ELV-Charly). Runs on Raspberry Pi & x86/ARM or as a virtual appliance (Proxmox VE, Home Assistant, Docker/LXC/K8s).",A,Dựng cho CEO,Web-app + license mở (bán lại thoải mái),Vừa,https://github.com/OpenCCU/OpenCCU
494,opentelemetry-java,open-telemetry/opentelemetry-java,2427,Apache-2.0,Mở,OpenTelemetry Java SDK,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/open-telemetry/opentelemetry-java
495,OpenROAD-flow-scripts,The-OpenROAD-Project/OpenROAD-flow-scripts,685,NOASSERTION,Không rõ,OpenROAD's scripts implementing an RTL-to-GDS Flow. Documentation at https://openroad-flow-scripts.readthedocs.io/en/latest/,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/The-OpenROAD-Project/OpenROAD-flow-scripts
496,openmlsys,openmlsys/openmlsys,4824,—,Không rõ,《Machine Learning Systems: Design and Implementation》 (V2 is launching soon）,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openmlsys/openmlsys
497,OpenCV-Python-Tutorials-and-Projects,murtazahassan/OpenCV-Python-Tutorials-and-Projects,1163,—,Không rõ,An easy to follow course of OpenCV using Python for beginners.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/murtazahassan/OpenCV-Python-Tutorials-and-Projects
498,openfga,openfga/openfga,5462,Apache-2.0,Mở,A high performance and flexible authorization/permission engine built for developers and inspired by Google Zanzibar,?,Cần xem tay,Không đủ tín hiệu để tự phân loại,Thấp,https://github.com/openfga/openfga
499,OpenAPI.NET,microsoft/OpenAPI.NET,1603,MIT,Mở,The OpenAPI.NET SDK contains a useful object model for OpenAPI documents in .NET along with common serializers to extract raw OpenAPI JSON and YAML documents from the model.,C,Không đẩy VPS,Thư viện/CLI/công cụ — không phải dịch vụ web,Vừa,https://github.com/microsoft/OpenAPI.NET
500,ADeus,adamcohenhillel/ADeus,3422,NOASSERTION,Không rõ,"An open source AI wearable device that captures what you say and hear in the real world and then transcribes and stores it on your own server. You can then chat with Adeus using the app, and it will h",B,Lưu ý license,Web-app nhưng license không rõ — kiểm tay,Thấp,https://github.com/adamcohenhillel/ADeus
